ID_Cliente,Nome_Cliente,id_estado,sigla,estado,regiao,ID_Venda,Data,SKU_Produto,Categoria,Nome_Produto,Quantidade,Preco,valor_venda,Canal
89,Lorenzo da Mata,23,RR,Roraima,Norte,411,2023-07-30,SKU-67575,Esporte,Raquete de Tênis,1,379.94,379.94,Online
89,Lorenzo da Mata,23,RR,Roraima,Norte,515,2023-06-28,SKU-35933,Esporte,Halteres de Academia,3,249.82,749.46,Online
90,Carolina da Rosa,24,SC,Santa Catarina,Sul,325,2023-11-01,SKU-97371,Esporte,Patins,4,237.06,948.24,Online
91,Paulo Moraes,3,AP,Amapá,Norte,769,2023-04-03,SKU-99850,Roupas,Vestido Feminino,9,354.77,3192.93,Online
93,Maria Eduarda Farias,1,AC,Acre,Norte,74,2023-11-12,SKU-94109,Brinquedos,Kit de Cozinha Infantil,3,136.43,409.29,Online
93,Maria Eduarda Farias,1,AC,Acre,Norte,106,2023-07-10,SKU-19189,Brinquedos,Blocos de Montar,6,167.64,1005.8399999999999,Online
93,Maria Eduarda Farias,1,AC,Acre,Norte,415,2023-04-04,SKU-69331,Casa,Organizador de Gavetas,2,136.47,272.94,Online
94,Ana Campos,22,RO,Rondônia,Norte,866,2023-10-11,SKU-46571,Roupas,Camisa Social,9,166.94,1502.46,Loja Física
95,Nathan Peixoto,2,AL,Alagoas,Nordeste,708,2023-01-05,SKU-94109,Brinquedos,Kit de Cozinha Infantil,9,136.43,1227.8700000000001,Loja Física
96,Pietra Jesus,10,MA,Maranhão,Nordeste,955,2023-06-26,SKU-35933,Esporte,Halteres de Academia,4,249.82,999.28,Loja Física
97,Sr. Danilo da Costa,26,SE,Sergipe,Nordeste,94,2023-11-05,SKU-47207,Esporte,Bicicleta Mountain Bike,4,1671.59,6686.36,Loja Física
97,Sr. Danilo da Costa,26,SE,Sergipe,Nordeste,228,2023-10-19,SKU-56364,Casa,Conjunto de Talheres,4,68.89,275.56,Loja Física
97,Sr. Danilo da Costa,26,SE,Sergipe,Nordeste,429,2023-05-30,SKU-97371,Esporte,Patins,6,237.06,1422.3600000000001,Loja Física
97,Sr. Danilo da Costa,26,SE,Sergipe,Nordeste,604,2023-09-16,SKU-30676,Brinquedos,Urso de Pelúcia,2,93.4,186.8,Loja Física
97,Sr. Danilo da Costa,26,SE,Sergipe,Nordeste,973,2023-11-22,SKU-30274,Brinquedos,Kit de Desenho,8,148.7,1189.6,Loja Física
98,Maria Fernanda Barbosa,19,RJ,Rio de Janeiro,Sudeste,45,2023-04-20,SKU-37873,Casa,Ventilador de Mesa,4,270.78,1083.12,Online
98,Maria Fernanda Barbosa,19,RJ,Rio de Janeiro,Sudeste,640,2023-11-09,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,3,128.9,386.70000000000005,Online
99,Pedro Lucas Cardoso,13,MG,Minas Gerais,Sudeste,22,2023-06-11,SKU-56364,Casa,Conjunto de Talheres,6,68.89,413.34000000000003,Online
100,Sr. Cauã Cunha,5,BA,Bahia,Nordeste,47,2023-01-28,SKU-36297,Roupas,Jaqueta de Couro,5,1959.53,9797.65,Loja Física
100,Sr. Cauã Cunha,5,BA,Bahia,Nordeste,527,2023-12-24,SKU-10889,Eletrônicos,Câmera Digital,8,5602.01,44816.08,Loja Física
100,Sr. Cauã Cunha,5,BA,Bahia,Nordeste,718,2023-07-11,SKU-47220,Roupas,Tênis Esportivo,9,164.48,1480.32,Loja Física
100,Sr. Cauã Cunha,5,BA,Bahia,Nordeste,837,2023-10-11,SKU-67575,Esporte,Raquete de Tênis,8,379.94,3039.52,Loja Física
101,Yasmin Freitas,14,PA,Pará,Norte,154,2023-06-16,SKU-49210,Eletrônicos,Tablet,10,715.28,7152.799999999999,Loja Física
101,Yasmin Freitas,14,PA,Pará,Norte,326,2023-03-11,SKU-37873,Casa,Ventilador de Mesa,2,270.78,541.56,Loja Física
102,Dra. Maria Eduarda Campos,7,DF,Distrito Federal,Centro-Oeste,390,2023-09-28,SKU-53822,Brinquedos,Quebra-cabeça,10,122.47,1224.7,Online
104,Nathan Pires,17,PE,Pernambuco,Nordeste,502,2023-05-28,SKU-10889,Eletrônicos,Câmera Digital,1,5602.01,5602.01,Online
105,Rafaela Caldeira,16,PR,Paraná,Sul,309,2023-11-14,SKU-68595,Roupas,Camiseta Masculina,1,47.57,47.57,Online
106,João Alves,7,DF,Distrito Federal,Centro-Oeste,937,2023-12-05,SKU-21352,Roupas,Saia Midi,7,123.24,862.68,Loja Física
108,Guilherme Carvalho,27,TO,Tocantins,Norte,112,2023-12-20,SKU-47207,Esporte,Bicicleta Mountain Bike,2,1671.59,3343.18,Loja Física
108,Guilherme Carvalho,27,TO,Tocantins,Norte,245,2023-06-08,SKU-10889,Eletrônicos,Câmera Digital,2,5602.01,11204.02,Loja Física
109,Joana Porto,27,TO,Tocantins,Norte,292,2023-08-29,SKU-49210,Eletrônicos,Tablet,8,715.28,5722.24,Online
110,Alexandre Pinto,2,AL,Alagoas,Nordeste,273,2023-04-24,SKU-49210,Eletrônicos,Tablet,2,715.28,1430.56,Loja Física
110,Alexandre Pinto,2,AL,Alagoas,Nordeste,826,2023-02-14,SKU-36297,Roupas,Jaqueta de Couro,4,1959.53,7838.12,Loja Física
111,Calebe Rocha,26,SE,Sergipe,Nordeste,67,2023-03-02,SKU-56131,Roupas,Shorts de Verão,9,112.14,1009.26,Online
111,Calebe Rocha,26,SE,Sergipe,Nordeste,351,2023-04-22,SKU-42823,Eletrônicos,TV LED,8,4350.2,34801.6,Online
111,Calebe Rocha,26,SE,Sergipe,Nordeste,760,2023-08-06,SKU-28878,Roupas,Calça Jeans,5,123.17,615.85,Online
111,Calebe Rocha,26,SE,Sergipe,Nordeste,809,2023-01-15,SKU-56131,Roupas,Shorts de Verão,10,112.14,1121.4,Online
112,Ana Clara Viana,14,PA,Pará,Norte,678,2023-01-26,SKU-72688,Eletrônicos,Smartphone,10,2718.36,27183.600000000002,Loja Física
112,Ana Clara Viana,14,PA,Pará,Norte,869,2023-10-13,SKU-77662,Esporte,Tapete de Yoga,2,80.11,160.22,Loja Física
113,Vitor Gabriel da Luz,15,PB,Paraíba,Nordeste,12,2023-06-05,SKU-26147,Esporte,Skate,1,157.01,157.01,Loja Física
113,Vitor Gabriel da Luz,15,PB,Paraíba,Nordeste,372,2023-10-21,SKU-10889,Eletrônicos,Câmera Digital,7,5602.01,39214.07,Loja Física
114,Luiz Fernando Dias,26,SE,Sergipe,Nordeste,275,2023-12-17,SKU-67575,Esporte,Raquete de Tênis,10,379.94,3799.4,Online
114,Luiz Fernando Dias,26,SE,Sergipe,Nordeste,563,2023-11-13,SKU-56364,Casa,Conjunto de Talheres,5,68.89,344.45,Online
114,Luiz Fernando Dias,26,SE,Sergipe,Nordeste,592,2023-11-24,SKU-94109,Brinquedos,Kit de Cozinha Infantil,8,136.43,1091.44,Online
114,Luiz Fernando Dias,26,SE,Sergipe,Nordeste,702,2023-08-15,SKU-25095,Brinquedos,Jogo de Tabuleiro,5,190.34,951.7,Online
115,Ana Moura,6,CE,Ceará,Nordeste,544,2023-04-19,SKU-31191,Esporte,Esteira Elétrica,7,1862.8,13039.6,Online
115,Ana Moura,6,CE,Ceará,Nordeste,751,2023-03-22,SKU-26460,Casa,Almofada Decorativa,1,73.62,73.62,Online
116,Thales Rodrigues,2,AL,Alagoas,Nordeste,368,2023-11-10,SKU-92162,Eletrônicos,Alto-falante Bluetooth,10,1198.31,11983.099999999999,Online
118,Arthur Cavalcanti,16,PR,Paraná,Sul,23,2023-06-30,SKU-20568,Eletrônicos,Roteador Wi-Fi,6,491.41,2948.46,Loja Física
118,Arthur Cavalcanti,16,PR,Paraná,Sul,729,2023-09-26,SKU-10889,Eletrônicos,Câmera Digital,4,5602.01,22408.04,Loja Física
118,Arthur Cavalcanti,16,PR,Paraná,Sul,807,2023-11-14,SKU-53822,Brinquedos,Quebra-cabeça,9,122.47,1102.23,Loja Física
118,Arthur Cavalcanti,16,PR,Paraná,Sul,856,2023-04-06,SKU-31191,Esporte,Esteira Elétrica,3,1862.8,5588.4,Loja Física
119,Anthony Cunha,12,MS,Mato Grosso do Sul,Centro-Oeste,253,2023-01-23,SKU-50582,Eletrônicos,Laptop,2,4526.6,9053.2,Online
120,Gabrielly Pereira,18,PI,Piauí,Nordeste,348,2023-12-26,SKU-92162,Eletrônicos,Alto-falante Bluetooth,9,1198.31,10784.789999999999,Online
120,Gabrielly Pereira,18,PI,Piauí,Nordeste,874,2023-02-09,SKU-35933,Esporte,Halteres de Academia,6,249.82,1498.92,Online
120,Gabrielly Pereira,18,PI,Piauí,Nordeste,946,2023-04-21,SKU-10889,Eletrônicos,Câmera Digital,3,5602.01,16806.03,Online
121,Eduarda Jesus,16,PR,Paraná,Sul,695,2023-12-21,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,10,128.9,1289.0,Loja Física
121,Eduarda Jesus,16,PR,Paraná,Sul,746,2023-01-20,SKU-59736,Roupas,Blusa de Moletom,6,154.46,926.76,Loja Física
122,Rafaela Farias,7,DF,Distrito Federal,Centro-Oeste,693,2023-11-07,SKU-72849,Casa,Cortina Blackout,1,234.54,234.54,Online
124,Luana Ramos,17,PE,Pernambuco,Nordeste,248,2023-08-16,SKU-68595,Roupas,Camiseta Masculina,3,47.57,142.71,Online
124,Luana Ramos,17,PE,Pernambuco,Nordeste,269,2023-06-08,SKU-72688,Eletrônicos,Smartphone,10,2718.36,27183.600000000002,Online
124,Luana Ramos,17,PE,Pernambuco,Nordeste,391,2023-07-13,SKU-53822,Brinquedos,Quebra-cabeça,5,122.47,612.35,Online
125,Rafaela Campos,7,DF,Distrito Federal,Centro-Oeste,419,2023-11-16,SKU-21352,Roupas,Saia Midi,6,123.24,739.4399999999999,Loja Física
125,Rafaela Campos,7,DF,Distrito Federal,Centro-Oeste,565,2023-10-18,SKU-11521,Brinquedos,Boneca,2,142.37,284.74,Loja Física
125,Rafaela Campos,7,DF,Distrito Federal,Centro-Oeste,630,2023-06-16,SKU-10889,Eletrônicos,Câmera Digital,1,5602.01,5602.01,Loja Física
125,Rafaela Campos,7,DF,Distrito Federal,Centro-Oeste,632,2023-09-20,SKU-74214,Casa,Conjunto de Panelas,1,634.4,634.4,Loja Física
125,Rafaela Campos,7,DF,Distrito Federal,Centro-Oeste,722,2023-10-16,SKU-20568,Eletrônicos,Roteador Wi-Fi,6,491.41,2948.46,Loja Física
126,Valentina Cardoso,1,AC,Acre,Norte,262,2023-09-21,SKU-91071,Roupas,Sapatilhas Femininas,8,150.05,1200.4,Online
126,Valentina Cardoso,1,AC,Acre,Norte,725,2023-04-04,SKU-30676,Brinquedos,Urso de Pelúcia,3,93.4,280.20000000000005,Online
127,Dr. Enzo Gabriel Rodrigues,14,PA,Pará,Norte,225,2023-12-23,SKU-19189,Brinquedos,Blocos de Montar,9,167.64,1508.7599999999998,Loja Física
127,Dr. Enzo Gabriel Rodrigues,14,PA,Pará,Norte,570,2023-08-25,SKU-26460,Casa,Almofada Decorativa,2,73.62,147.24,Loja Física
128,Pietra da Mota,12,MS,Mato Grosso do Sul,Centro-Oeste,143,2023-07-29,SKU-20895,Casa,Espelho de Parede,7,226.92,1588.4399999999998,Online
128,Pietra da Mota,12,MS,Mato Grosso do Sul,Centro-Oeste,246,2023-12-24,SKU-68873,Casa,Cafeteira Elétrica,3,750.7,2252.1000000000004,Online
128,Pietra da Mota,12,MS,Mato Grosso do Sul,Centro-Oeste,261,2023-01-01,SKU-46571,Roupas,Camisa Social,3,166.94,500.82,Online
128,Pietra da Mota,12,MS,Mato Grosso do Sul,Centro-Oeste,965,2023-08-06,SKU-36297,Roupas,Jaqueta de Couro,5,1959.53,9797.65,Online
129,Dr. João Gabriel Nogueira,23,RR,Roraima,Norte,440,2023-05-09,SKU-19189,Brinquedos,Blocos de Montar,10,167.64,1676.3999999999999,Loja Física
129,Dr. João Gabriel Nogueira,23,RR,Roraima,Norte,481,2023-07-28,SKU-72849,Casa,Cortina Blackout,3,234.54,703.62,Loja Física
130,Pedro Miguel Caldeira,1,AC,Acre,Norte,97,2023-04-05,SKU-50055,Esporte,Luva de Boxe,3,98.09,294.27,Loja Física
130,Pedro Miguel Caldeira,1,AC,Acre,Norte,410,2023-11-11,SKU-10344,Brinquedos,Brinquedo Educativo,9,79.47,715.23,Loja Física
130,Pedro Miguel Caldeira,1,AC,Acre,Norte,465,2023-10-19,SKU-30274,Brinquedos,Kit de Desenho,10,148.7,1487.0,Loja Física
130,Pedro Miguel Caldeira,1,AC,Acre,Norte,489,2023-09-28,SKU-30274,Brinquedos,Kit de Desenho,3,148.7,446.09999999999997,Loja Física
131,Juan Dias,27,TO,Tocantins,Norte,92,2023-05-27,SKU-19189,Brinquedos,Blocos de Montar,10,167.64,1676.3999999999999,Loja Física
131,Juan Dias,27,TO,Tocantins,Norte,561,2023-05-12,SKU-92162,Eletrônicos,Alto-falante Bluetooth,3,1198.31,3594.93,Loja Física
131,Juan Dias,27,TO,Tocantins,Norte,633,2023-01-03,SKU-47207,Esporte,Bicicleta Mountain Bike,4,1671.59,6686.36,Loja Física
131,Juan Dias,27,TO,Tocantins,Norte,754,2023-11-19,SKU-21352,Roupas,Saia Midi,2,123.24,246.48,Loja Física
132,Antônio Cardoso,20,RN,Rio Grande do Norte,Nordeste,985,2023-11-14,SKU-46571,Roupas,Camisa Social,2,166.94,333.88,Online
133,Bruno Souza,18,PI,Piauí,Nordeste,174,2023-08-02,SKU-53822,Brinquedos,Quebra-cabeça,1,122.47,122.47,Online
133,Bruno Souza,18,PI,Piauí,Nordeste,508,2023-11-13,SKU-11521,Brinquedos,Boneca,4,142.37,569.48,Online
135,Dr. Raul Pinto,8,ES,Espírito Santo,Sudeste,532,2023-03-29,SKU-91071,Roupas,Sapatilhas Femininas,6,150.05,900.3000000000001,Online
136,Davi Lucas Caldeira,10,MA,Maranhão,Nordeste,469,2023-04-01,SKU-59736,Roupas,Blusa de Moletom,6,154.46,926.76,Online
138,Sra. Caroline Santos,27,TO,Tocantins,Norte,295,2023-04-12,SKU-46571,Roupas,Camisa Social,3,166.94,500.82,Loja Física
138,Sra. Caroline Santos,27,TO,Tocantins,Norte,836,2023-10-01,SKU-37873,Casa,Ventilador de Mesa,4,270.78,1083.12,Loja Física
139,Marcos Vinicius Cardoso,10,MA,Maranhão,Nordeste,259,2023-05-12,SKU-36297,Roupas,Jaqueta de Couro,10,1959.53,19595.3,Online
139,Marcos Vinicius Cardoso,10,MA,Maranhão,Nordeste,674,2023-05-28,SKU-50055,Esporte,Luva de Boxe,9,98.09,882.8100000000001,Online
139,Marcos Vinicius Cardoso,10,MA,Maranhão,Nordeste,750,2023-02-11,SKU-99850,Roupas,Vestido Feminino,6,354.77,2128.62,Online
141,Julia Silveira,25,SP,São Paulo,Sudeste,29,2023-09-14,SKU-79560,Brinquedos,Patinete Infantil,3,131.58,394.74,Online
141,Julia Silveira,25,SP,São Paulo,Sudeste,110,2023-12-03,SKU-68873,Casa,Cafeteira Elétrica,3,750.7,2252.1000000000004,Online
141,Julia Silveira,25,SP,São Paulo,Sudeste,384,2023-04-15,SKU-28878,Roupas,Calça Jeans,4,123.17,492.68,Online
141,Julia Silveira,25,SP,São Paulo,Sudeste,400,2023-08-28,SKU-50582,Eletrônicos,Laptop,5,4526.6,22633.0,Online
142,Levi Alves,1,AC,Acre,Norte,111,2023-01-14,SKU-30676,Brinquedos,Urso de Pelúcia,10,93.4,934.0,Loja Física
142,Levi Alves,1,AC,Acre,Norte,398,2023-11-02,SKU-92162,Eletrônicos,Alto-falante Bluetooth,5,1198.31,5991.549999999999,Loja Física
143,Thiago Gomes,1,AC,Acre,Norte,191,2023-06-04,SKU-92162,Eletrônicos,Alto-falante Bluetooth,10,1198.31,11983.099999999999,Online
144,Bianca da Cunha,18,PI,Piauí,Nordeste,967,2023-03-15,SKU-69331,Casa,Organizador de Gavetas,10,136.47,1364.7,Loja Física
145,Manuela Nunes,18,PI,Piauí,Nordeste,217,2023-09-26,SKU-50582,Eletrônicos,Laptop,1,4526.6,4526.6,Online
145,Manuela Nunes,18,PI,Piauí,Nordeste,386,2023-03-27,SKU-30274,Brinquedos,Kit de Desenho,1,148.7,148.7,Online
145,Manuela Nunes,18,PI,Piauí,Nordeste,425,2023-07-28,SKU-10344,Brinquedos,Brinquedo Educativo,6,79.47,476.82,Online
146,Benício da Rocha,4,AM,Amazonas,Norte,523,2023-05-12,SKU-56364,Casa,Conjunto de Talheres,9,68.89,620.01,Loja Física
146,Benício da Rocha,4,AM,Amazonas,Norte,680,2023-02-18,SKU-97371,Esporte,Patins,2,237.06,474.12,Loja Física
146,Benício da Rocha,4,AM,Amazonas,Norte,684,2023-09-18,SKU-49210,Eletrônicos,Tablet,9,715.28,6437.5199999999995,Loja Física
148,Ana Luiza da Cruz,11,MT,Mato Grosso,Centro-Oeste,452,2023-07-31,SKU-46571,Roupas,Camisa Social,1,166.94,166.94,Online
148,Ana Luiza da Cruz,11,MT,Mato Grosso,Centro-Oeste,821,2023-09-23,SKU-47220,Roupas,Tênis Esportivo,7,164.48,1151.36,Online
149,Joaquim da Cruz,22,RO,Rondônia,Norte,173,2023-02-25,SKU-20895,Casa,Espelho de Parede,1,226.92,226.92,Loja Física
149,Joaquim da Cruz,22,RO,Rondônia,Norte,578,2023-02-10,SKU-99850,Roupas,Vestido Feminino,5,354.77,1773.85,Loja Física
150,Bárbara da Conceição,18,PI,Piauí,Nordeste,181,2023-08-22,SKU-50055,Esporte,Luva de Boxe,9,98.09,882.8100000000001,Loja Física
150,Bárbara da Conceição,18,PI,Piauí,Nordeste,439,2023-08-05,SKU-47220,Roupas,Tênis Esportivo,8,164.48,1315.84,Loja Física
151,Thiago Rodrigues,23,RR,Roraima,Norte,236,2023-05-18,SKU-74214,Casa,Conjunto de Panelas,4,634.4,2537.6,Online
151,Thiago Rodrigues,23,RR,Roraima,Norte,422,2023-04-02,SKU-47220,Roupas,Tênis Esportivo,5,164.48,822.4,Online
151,Thiago Rodrigues,23,RR,Roraima,Norte,662,2023-04-11,SKU-47220,Roupas,Tênis Esportivo,10,164.48,1644.8,Online
152,Ana Luiza Novaes,8,ES,Espírito Santo,Sudeste,85,2023-07-04,SKU-19189,Brinquedos,Blocos de Montar,7,167.64,1173.48,Online
152,Ana Luiza Novaes,8,ES,Espírito Santo,Sudeste,180,2023-06-12,SKU-79560,Brinquedos,Patinete Infantil,8,131.58,1052.64,Online
152,Ana Luiza Novaes,8,ES,Espírito Santo,Sudeste,211,2023-09-16,SKU-86759,Eletrônicos,Smartwatch,2,185.34,370.68,Online
152,Ana Luiza Novaes,8,ES,Espírito Santo,Sudeste,381,2023-07-15,SKU-10344,Brinquedos,Brinquedo Educativo,4,79.47,317.88,Online
153,Carolina da Luz,25,SP,São Paulo,Sudeste,557,2023-08-31,SKU-46571,Roupas,Camisa Social,10,166.94,1669.4,Loja Física
153,Carolina da Luz,25,SP,São Paulo,Sudeste,612,2023-10-11,SKU-37178,Eletrônicos,Carregador Portátil,4,53.67,214.68,Loja Física
153,Carolina da Luz,25,SP,São Paulo,Sudeste,643,2023-10-31,SKU-92162,Eletrônicos,Alto-falante Bluetooth,1,1198.31,1198.31,Loja Física
155,Clara Silveira,18,PI,Piauí,Nordeste,401,2023-03-29,SKU-22668,Brinquedos,Carrinho de Controle Remoto,5,273.79,1368.95,Loja Física
155,Clara Silveira,18,PI,Piauí,Nordeste,530,2023-04-08,SKU-20568,Eletrônicos,Roteador Wi-Fi,3,491.41,1474.23,Loja Física
156,Dr. Guilherme Farias,20,RN,Rio Grande do Norte,Nordeste,129,2023-03-03,SKU-99850,Roupas,Vestido Feminino,3,354.77,1064.31,Loja Física
157,Enzo Rocha,27,TO,Tocantins,Norte,86,2023-04-04,SKU-36297,Roupas,Jaqueta de Couro,1,1959.53,1959.53,Loja Física
157,Enzo Rocha,27,TO,Tocantins,Norte,514,2023-01-25,SKU-25095,Brinquedos,Jogo de Tabuleiro,4,190.34,761.36,Loja Física
157,Enzo Rocha,27,TO,Tocantins,Norte,677,2023-10-07,SKU-25095,Brinquedos,Jogo de Tabuleiro,4,190.34,761.36,Loja Física
157,Enzo Rocha,27,TO,Tocantins,Norte,817,2023-08-02,SKU-68873,Casa,Cafeteira Elétrica,10,750.7,7507.0,Loja Física
158,Lorena da Conceição,6,CE,Ceará,Nordeste,336,2023-09-01,SKU-91071,Roupas,Sapatilhas Femininas,7,150.05,1050.3500000000001,Online
159,Sra. Daniela Ribeiro,24,SC,Santa Catarina,Sul,838,2023-12-29,SKU-47207,Esporte,Bicicleta Mountain Bike,7,1671.59,11701.13,Online
159,Sra. Daniela Ribeiro,24,SC,Santa Catarina,Sul,885,2023-01-19,SKU-72849,Casa,Cortina Blackout,3,234.54,703.62,Online
160,Carolina Azevedo,7,DF,Distrito Federal,Centro-Oeste,296,2023-09-07,SKU-47207,Esporte,Bicicleta Mountain Bike,8,1671.59,13372.72,Loja Física
160,Carolina Azevedo,7,DF,Distrito Federal,Centro-Oeste,330,2023-02-28,SKU-19290,Esporte,Bola de Futebol,8,184.44,1475.52,Loja Física
161,Srta. Maria Luiza Rezende,14,PA,Pará,Norte,501,2023-06-08,SKU-30676,Brinquedos,Urso de Pelúcia,8,93.4,747.2,Loja Física
162,Srta. Maria Luiza Gonçalves,12,MS,Mato Grosso do Sul,Centro-Oeste,220,2023-05-19,SKU-46571,Roupas,Camisa Social,1,166.94,166.94,Online
162,Srta. Maria Luiza Gonçalves,12,MS,Mato Grosso do Sul,Centro-Oeste,316,2023-04-17,SKU-26460,Casa,Almofada Decorativa,8,73.62,588.96,Online
163,Emanuella Monteiro,22,RO,Rondônia,Norte,44,2023-11-08,SKU-97371,Esporte,Patins,10,237.06,2370.6,Online
163,Emanuella Monteiro,22,RO,Rondônia,Norte,607,2023-05-23,SKU-72688,Eletrônicos,Smartphone,4,2718.36,10873.44,Online
163,Emanuella Monteiro,22,RO,Rondônia,Norte,852,2023-11-19,SKU-42823,Eletrônicos,TV LED,10,4350.2,43502.0,Online
163,Emanuella Monteiro,22,RO,Rondônia,Norte,996,2023-07-11,SKU-94109,Brinquedos,Kit de Cozinha Infantil,1,136.43,136.43,Online
164,Kamilly Silveira,3,AP,Amapá,Norte,366,2023-10-16,SKU-26147,Esporte,Skate,3,157.01,471.03,Online
164,Kamilly Silveira,3,AP,Amapá,Norte,689,2023-08-28,SKU-91071,Roupas,Sapatilhas Femininas,2,150.05,300.1,Online
165,Isabella Porto,20,RN,Rio Grande do Norte,Nordeste,130,2023-11-09,SKU-10889,Eletrônicos,Câmera Digital,6,5602.01,33612.06,Loja Física
165,Isabella Porto,20,RN,Rio Grande do Norte,Nordeste,136,2023-07-11,SKU-77662,Esporte,Tapete de Yoga,2,80.11,160.22,Loja Física
165,Isabella Porto,20,RN,Rio Grande do Norte,Nordeste,498,2023-03-30,SKU-26460,Casa,Almofada Decorativa,1,73.62,73.62,Loja Física
165,Isabella Porto,20,RN,Rio Grande do Norte,Nordeste,591,2023-03-04,SKU-97371,Esporte,Patins,3,237.06,711.1800000000001,Loja Física
165,Isabella Porto,20,RN,Rio Grande do Norte,Nordeste,963,2023-08-12,SKU-25929,Esporte,Mochila de Hidratação,5,295.55,1477.75,Loja Física
166,Giovanna Castro,26,SE,Sergipe,Nordeste,148,2023-10-16,SKU-94109,Brinquedos,Kit de Cozinha Infantil,7,136.43,955.01,Online
166,Giovanna Castro,26,SE,Sergipe,Nordeste,776,2023-10-22,SKU-20568,Eletrônicos,Roteador Wi-Fi,10,491.41,4914.1,Online
167,Yasmin Freitas,18,PI,Piauí,Nordeste,993,2023-10-29,SKU-10344,Brinquedos,Brinquedo Educativo,1,79.47,79.47,Online
168,Heloísa Novaes,1,AC,Acre,Norte,916,2023-01-14,SKU-72688,Eletrônicos,Smartphone,7,2718.36,19028.52,Online
169,Raul Cardoso,21,RS,Rio Grande do Sul,Sul,649,2023-02-23,SKU-79560,Brinquedos,Patinete Infantil,3,131.58,394.74,Online
169,Raul Cardoso,21,RS,Rio Grande do Sul,Sul,787,2023-04-24,SKU-46571,Roupas,Camisa Social,7,166.94,1168.58,Online
169,Raul Cardoso,21,RS,Rio Grande do Sul,Sul,877,2023-08-29,SKU-59806,Casa,Jogo de Lençol,9,498.24,4484.16,Online
170,Pietra Vieira,10,MA,Maranhão,Nordeste,139,2023-10-12,SKU-25095,Brinquedos,Jogo de Tabuleiro,10,190.34,1903.4,Online
170,Pietra Vieira,10,MA,Maranhão,Nordeste,389,2023-09-28,SKU-97371,Esporte,Patins,3,237.06,711.1800000000001,Online
171,João Pedro Barros,7,DF,Distrito Federal,Centro-Oeste,235,2023-02-07,SKU-20568,Eletrônicos,Roteador Wi-Fi,2,491.41,982.82,Online
171,João Pedro Barros,7,DF,Distrito Federal,Centro-Oeste,446,2023-03-06,SKU-72688,Eletrônicos,Smartphone,4,2718.36,10873.44,Online
172,Davi Luiz Fogaça,17,PE,Pernambuco,Nordeste,526,2023-02-04,SKU-10344,Brinquedos,Brinquedo Educativo,2,79.47,158.94,Online
174,Maria Luiza Cardoso,6,CE,Ceará,Nordeste,34,2023-09-27,SKU-25095,Brinquedos,Jogo de Tabuleiro,3,190.34,571.02,Loja Física
175,Caio Jesus,12,MS,Mato Grosso do Sul,Centro-Oeste,149,2023-11-04,SKU-35933,Esporte,Halteres de Academia,4,249.82,999.28,Loja Física
175,Caio Jesus,12,MS,Mato Grosso do Sul,Centro-Oeste,202,2023-02-17,SKU-49210,Eletrônicos,Tablet,3,715.28,2145.84,Loja Física
175,Caio Jesus,12,MS,Mato Grosso do Sul,Centro-Oeste,204,2023-02-18,SKU-25095,Brinquedos,Jogo de Tabuleiro,6,190.34,1142.04,Loja Física
175,Caio Jesus,12,MS,Mato Grosso do Sul,Centro-Oeste,212,2023-06-15,SKU-56364,Casa,Conjunto de Talheres,10,68.89,688.9,Loja Física
175,Caio Jesus,12,MS,Mato Grosso do Sul,Centro-Oeste,546,2023-11-17,SKU-31191,Esporte,Esteira Elétrica,8,1862.8,14902.4,Loja Física
176,Guilherme Aragão,18,PI,Piauí,Nordeste,256,2023-12-09,SKU-19290,Esporte,Bola de Futebol,1,184.44,184.44,Loja Física
176,Guilherme Aragão,18,PI,Piauí,Nordeste,553,2023-09-08,SKU-92162,Eletrônicos,Alto-falante Bluetooth,4,1198.31,4793.24,Loja Física
176,Guilherme Aragão,18,PI,Piauí,Nordeste,647,2023-07-05,SKU-28878,Roupas,Calça Jeans,9,123.17,1108.53,Loja Física
177,Marina Ramos,2,AL,Alagoas,Nordeste,472,2023-05-12,SKU-92162,Eletrônicos,Alto-falante Bluetooth,8,1198.31,9586.48,Online
177,Marina Ramos,2,AL,Alagoas,Nordeste,600,2023-06-02,SKU-30676,Brinquedos,Urso de Pelúcia,7,93.4,653.8000000000001,Online
178,Diogo da Paz,2,AL,Alagoas,Nordeste,714,2023-11-29,SKU-26147,Esporte,Skate,6,157.01,942.06,Loja Física
179,Sr. Diego Correia,16,PR,Paraná,Sul,194,2023-07-14,SKU-50582,Eletrônicos,Laptop,6,4526.6,27159.600000000002,Online
179,Sr. Diego Correia,16,PR,Paraná,Sul,449,2023-08-20,SKU-47220,Roupas,Tênis Esportivo,9,164.48,1480.32,Online
180,Dr. Gustavo Henrique Rocha,19,RJ,Rio de Janeiro,Sudeste,76,2023-10-20,SKU-68873,Casa,Cafeteira Elétrica,2,750.7,1501.4,Loja Física
180,Dr. Gustavo Henrique Rocha,19,RJ,Rio de Janeiro,Sudeste,423,2023-01-02,SKU-42823,Eletrônicos,TV LED,8,4350.2,34801.6,Loja Física
